;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genre;themes;demographic;duration;rating;score;ranked;popularity;members;favorites;genres;platforms;synopsis;theme
83;Ro-Kyu-Bu!;https://myanimelist.net/anime/10572/Ro-Kyu-Bu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Rou-Kyuu-Bu!, Rou-Kyu-Bu!, Ro-Kyu-Bu: Fast Break;ロウきゅーぶ!;TV;12;Finished Airing;Jul 1, 2011 to Sep 23, 2011;Summer 2011;Fridays at 23:30 (JST);['AT-X', 'Magic Capsule', 'Warner Bros. Japan', 'ASCII Media Works'];Sentai Filmworks;Barnum Studio, Project No.9, Studio Blanc.;Light novel;;['School', 'Team Sports'];;24 min. per ep.;PG-13 - Teens 13 or older;6.78;#5098;#2171;79,355;187;['Comedy', 'Sports', 'Ecchi'];['HIDIVE'];Subaru Hasegawa has the ambition to become one of the best basketball superstars of all time. However, this comes to an apparent halt when his school's basketball team ceases activities for a year. Shocked by the news, he decides not to involve himself in basketball anymore.  One day, his aunt Mihoshi Takamura invites him to coach the Keishin Academy girls’ basketball team on how to play the sport, and he reluctantly agrees. He meets sixth-graders Tomoka Minato, Maho Misawa, Airi Kashii, Hinata Hakamada and Saki Nagatsuki, and begins training them in the sport with one goal: to defeat all strong opponents along the way.  Ro-Kyu-Bu! follows the effort of five elementary girls and their coach as they improve their cute style of playing basketball.  [Written by MAL Rewrite];
84;Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness;https://myanimelist.net/anime/35382/Yuri_on_Ice__Yuri_Plisetsky_GPF_in_Barcelona_EX_-_Welcome_to_The_Madness;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Yuri!!! on ICE Special;"ユーリ!!! on ICE Yuri Plisetsky GPF in Barcelona EX ""Welcome to The Madness""";Special;1;Finished Airing;May 26, 2017;;;['Avex Pictures'];Funimation;MAPPA;Original;Sports;;;2 min.;PG-13 - Teens 13 or older;7.97;#627;#2183;78,532;255;;[];"In his exhibition performance for the Grand Prix of Figure Skating Final in Barcelona, 15-year-old Yuri Plisetsky seeks to defy his ""Russian Fairy"" nickname by showing off wild new choreography, the likes of which have never been seen from him on the ice before.  [Written by MAL Rewrite]";Music
85;Haikyuu!! Movie 3: Sainou to Sense;https://myanimelist.net/anime/35110/Haikyuu_Movie_3__Sainou_to_Sense;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;High Kyuu!! Movie 3, Haikyuu!! Movie 3: Genius and Sense, Haikyuu!! Second Season Recap, Haikyuu!! Recap 3;ハイキュー!! 才能とセンス;Movie;1;Finished Airing;Sep 15, 2017;;;['None found', 'add some'];None found, add some;Production I.G;Manga;Sports;['School', 'Team Sports'];Shounen;1 hr. 29 min.;PG-13 - Teens 13 or older;8.13;#421;#2212;77,194;92;;['Netflix'];Following the events of the Inter-High, the Karasuno High School volleyball team decides to regroup by attending an intensive boot camp organized by Nekoma High School in Tokyo. At the camp, the team continues to suffer loss upon loss to the other schools in attendance. Reaching an impasse, the players each struggle to break out of their routine to hone their skills.  For the team's setter-and-ace duo Shouyou Hinata and Tobio Kageyama, the frustrations cause them to falter more than anyone else. While Hinata develops his own playstyle, his recklessness leads him to fall out of sync with Kageyama's sets and earns his partner's ire instead. As they search for an answer to their woes, the two find what they are lacking from two unlikely people. Will it be enough for the team to overcome their rut?  [Written by MAL Rewrite];
86;Grappler Baki: Saidai Tournament-hen;https://myanimelist.net/anime/551/Grappler_Baki__Saidai_Tournament-hen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Baki the Grappler II, Grappler Baki Second Season, Baki The Grappler - The Ultimate Tournament, Grappler Baki Maximum Tournament;グラップラー刃牙(バキ) ;TV;24;Finished Airing;Jul 24, 2001 to Dec 25, 2001;Summer 2001;Unknown;['None found', 'add some'];Funimation;Group TAC;Manga;Sports;['Combat Sports', 'Gore'];Shounen;24 min. per ep.;R - 17+ (violence & profanity);7.49;#1768;#2216;76,904;254;;[];Mitsunari Tokugawa, the organizer of the historic Tokugawa underground fighting ring, has created a tournament featuring 38 of the world's best fighters, many of whom are grandmasters in their respective form of martial arts. With the exception of weapons, anything goes in Tokugawa's ring so that each fighter is able to showcase their true power and strongest secret moves.  Baki Hanma earned a place in the tournament due to his status as the reigning champion of Tokugawa's fighting ring. Will he be able to come out on top?  [Written by MAL Rewrite];
87;Inazuma Eleven Go;https://myanimelist.net/anime/10507/Inazuma_Eleven_Go;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;イナズマイレブン Go;TV;47;Finished Airing;May 4, 2011 to Apr 11, 2012;Spring 2011;Unknown;['TV Tokyo', 'Dentsu', 'Half H.P Studio', 'TV Tokyo Music', 'Studio Jack'];None found, add some;OLM;Game;Sports;['Super Power', 'Team Sports'];;24 min. per ep.;G - All Ages;6.97;#4213;#2225;76,402;284;;[];"Tenma Matsukaze is a new student at Raimon Junior High. Due to his love for soccer, he decides to join the school soccer team, which gained its reputation after the amazing performance shown ten years earlier in the Football Frontier International, a tournament that hosts the best youth teams the world has to offer. Unfortunately, the once renowned school doesn't have the soccer spirit it once enjoyed.  This is primarily due to the fact that soccer in Japan is now controlled by a dark entity known as the ""Fifth Sector."" They alone decide the fate of every match, instructing teams to either win or lose. The actions of the Fifth Sector have beaten down the country’s soccer teams, who no longer have a love for the game.  Tenma and his teammates will look to shift this paradigm and fight back against their evil oppressors. Thankfully, they will not be alone in this battle, as they will get help from a group known as the ""Resistance."" Cheer on the boys of Inazuma Eleven Go as they fight the good fight!";
88;Yowamushi Pedal: New Generation;https://myanimelist.net/anime/31783/Yowamushi_Pedal__New_Generation;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Yowamushi Pedal 3rd Season, Yowapeda 3rd Season;弱虫ペダル NEW GENERATION;TV;25;Finished Airing;Jan 10, 2017 to Jun 27, 2017;Winter 2017;Tuesdays at 01:35 (JST);['TV Tokyo', 'Shogakukan-Shueisha Productions', 'TOHO animation', 'Akita Shoten'];Discotek Media;TMS Entertainment;Manga;Sports;;Shounen;23 min. per ep.;PG-13 - Teens 13 or older;7.65;#1253;#2226;76,396;124;;['Crunchyroll'];"Third season of the Yowamushi Pedal series.  With the team's combined strength, the Sohoku High bicycle racing club beat reigning champions Hakone Academy at the Interhigh national race and achieved an impressive overall victory. Now that their hot summer has ended and third-years Kinjou, Makishima, and Tadokoro have retired from the team, first-year participants in the Interhigh Onoda Sakamichi, Imaizumi Shunsuke, and Naruko Shoukichi, along with their new captain second-year Teshima Junta and vice-captain Aoyagi Hajime begin preparing as a ""new team"" for their second consecutive championship at the next Interhigh. In order to retake their throne, their rivals Hakone Academy have also incorporated new members and begun training as a new team. Kyoto Fushimi High is lead by the monstrous racer Midousuji Akira. The nation's top schools are all honing their skills to reach the top of the Interhigh.  (Source: Crunchyroll)";Racing
89;Haikyuu!! Movie 4: Concept no Tatakai;https://myanimelist.net/anime/35111/Haikyuu_Movie_4__Concept_no_Tatakai;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;High Kyuu!! Movie 4: Haikyuu!! Movie 4: Battle of Concepts, Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou Recap, Haikyuu!! Recap 4;ハイキュー!! コンセプトの戦い;Movie;1;Finished Airing;Sep 29, 2017;;;['None found', 'add some'];None found, add some;Production I.G;Manga;Sports;['School', 'Team Sports'];Shounen;1 hr. 28 min.;PG-13 - Teens 13 or older;8.19;#366;#2267;74,350;71;;['Netflix'];The long-awaited finals of the Spring Tournament have arrived for Karasuno High School's volleyball team. The winner of the match will go on to represent all of Miyagi Prefecture at the National Tournament. However, the last challenge Karasuno must overcome is to win against Shiratorizawa Academy, the school that houses Wakatoshi Ushijima, one of Japan's top three aces. Shiratorizawa is the reigning Miyagi champion for the past three years, and Karasuno seems to have little chance at dethroning them.  When the other school's captain Ushijima insults Karasuno to their faces, freshmen duo Shouyou Hinata and Tobio Kageyama swear to defeat them and steal their spot in the nationals. Against a roster full of nationally-ranked players, the former flightless crows will have to use everything in their arsenal if they want to represent Miyagi.  [Written by MAL Rewrite];
90;Area no Kishi;https://myanimelist.net/anime/11697/Area_no_Kishi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;エリアの騎士;TV;37;Finished Airing;Jan 7, 2012 to Sep 29, 2012;Winter 2012;Saturdays at 06:00 (JST);['TV Asahi', 'Imagine'];None found, add some;Shin-Ei Animation;Manga;;['School', 'Team Sports'];Shounen;25 min. per ep.;PG-13 - Teens 13 or older;7.17;#3233;#2303;72,380;216;['Comedy', 'Sports'];['Shahid'];Kakeru and Suguru are brothers who both have a flaming passion for soccer. However, while Suguru becomes a rising star in the Japanese youth soccer system, Kakeru decides to take on a managerial role after struggling on the field. But due to a cruel twist of fate, Kakeru ends up reevaluating the role he has chosen.  In hopes of one day being able to enter the World Cup by becoming a member of the national team, Kakeru trains harder than anyone else. He isn’t alone in this quest for glory, though. Kakeru's childhood friend, Nana, is a soccer prodigy of her own, with the wicked nickname “Little Witch”. She is a top-ranked player and is already playing for Nadeshiko Japan, the Japanese women’s national team. Nana's success gives Kakeru the extra push he needs to reach for his goals.  Soccer and adolescent fervor combine for an epic, emotional ride. Check it out for yourself in Area no Kishi!;
91;Free!: FrFr - Short Movie;https://myanimelist.net/anime/19671/Free__FrFr_-_Short_Movie;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Free! FrFr - Short Movie, Free! Specials;FrFr!～Free! short movie～;Special;7;Finished Airing;Sep 11, 2013 to Jan 8, 2014;;;['Lantis'];Funimation;Kyoto Animation, Animation Do;Light novel;;;;2 min. per ep.;PG-13 - Teens 13 or older;7.63;#1321;#2319;71,327;98;['Comedy', 'Sports'];[];Specials bundled with the DVD/BDs.;
92;Captain Tsubasa (2018);https://myanimelist.net/anime/36934/Captain_Tsubasa_2018;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;キャプテン翼;TV;52;Finished Airing;Apr 3, 2018 to Apr 2, 2019;Spring 2018;Tuesdays at 01:35 (JST);['TV Tokyo', 'Warner Bros. Japan', 'NAZ', 'Shueisha', 'Imagine'];VIZ Media;David Production;Manga;Sports;;Shounen;22 min. per ep.;G - All Ages;7.40;#2108;#2365;69,312;320;;[];Captain Tsubasa is the passionate story of an elementary school student whose thoughts and dreams revolve almost entirely around the love of soccer. 11-year-old Tsubasa Oozora started playing football at a very young age, and while it was mostly just a recreational sport for his friends, for him, it developed into something of an obsession.  In order to pursue his dream to the best of his elementary school abilities, Tsubasa moves with his mother to Nankatsu city, which is well-known for its excellent elementary school soccer teams. But although he was easily the best in his old town, Nankatsu has a lot more competition, and he will need all of his skill and talent in order to stand out from this new crowd.  He encounters not only rivals, but also new friends like the pretty girl Sanae Nakazawa and the talented goalkeeper, Genzo Wakabayashi, who shares the same passion as Tsubasa, and will prove to be a treasured friend in helping him push towards his dreams. Representing Japan in the FIFA World Cup is Tsubasa’s ultimate dream, but it will take a lot more than talent to reach it.;Team Sports
93;Major S2;https://myanimelist.net/anime/558/Major_S2;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;メジャー (第2シリーズ);TV;26;Finished Airing;Dec 10, 2005 to Jun 10, 2006;Winter 2006;Unknown;['Shogakukan-Shueisha Productions', 'NHK'];None found, add some;Studio Hibari;Manga;Sports;;Shounen;25 min. per ep.;PG-13 - Teens 13 or older;8.20;#340;#2369;68,914;307;;[];Gorou Honda has finally returned to Mifune East Junior High School, surprising his friends upon arrival. Now, Gorou is once again surrounded by those he holds closest, and he strives to continue playing and enjoying the game he loves most.  However, things do not go as planned, as Gorou is reminded of the harsh realities of baseball as he copes with an injury he sustained while playing baseball at Hitaka Little. Between new rivals, old friends, and mending broken relationships, Gorou must overcome challenges he has never faced before.  His goal of attending elite baseball high school Kaido may not be far from his reach, but complicated circumstances may stop him in his tracks once again. How will he deal with the immense pressures of the game? And will he ever be able to find the type of baseball he loves most?  [Written by MAL Rewrite];Team Sports
