;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genres;themes;duration;rating;score;ranked;popularity;members;favorites;demographic;platforms;synopsis;theme
64;Getsuyoubi no Tawawa;https://myanimelist.net/anime/34213/Getsuyoubi_no_Tawawa;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;月曜日のたわわ;ONA;12;Finished Airing;Oct 10, 2016 to Dec 26, 2016;;;['NBCUniversal Entertainment Japan', 'i0+'];None found, add some;PINE JAM;Other;['Slice of Life', 'Ecchi'];;;4 min. per ep.;PG-13 - Teens 13 or older;6.43;#7087;#1422;144,460;317;['Crunchyroll'];Oniisan, a typical salaryman, has the weekly duty of protecting high school student Ai-chan from gropers by escorting her during their Monday morning train commutes. Despite the short time Oniisan and Ai-chan spend together, they manage to bond and learn more about each other's lives. To help Oniisan get through his Monday blues, Ai-chan gives him small presents as motivation.  Ai-chan and many other girls—who all share a certain attractive trait—lighten up the Mondays of their male friends and colleagues for the long week ahead.  [Written by MAL Rewrite];Tawawa on Monday;;
65;DearS;https://myanimelist.net/anime/63/DearS;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;ディアーズ;TV;12;Finished Airing;Jul 11, 2004 to Sep 26, 2004;Summer 2004;Sundays at 00:30 (JST);['Bandai Visual', 'Hal Film Maker', 'Genco', 'Lantis'];Discotek Media, Geneon Entertainment USA;Daume;Manga;['Comedy', 'Romance', 'Sci-Fi', 'Ecchi'];;Shounen;23 min. per ep.;R+ - Mild Nudity;6.56;#6278;#1426;144,103;342;['Crunchyroll'];"One year ago, a UFO containing 150 aliens crash-landed off the shores of Kasai. Because no one could fix their ship, the Japanese Government decided to bestow upon them the designation ""DearS"" and make them into Japanese citizens, teaching them the language, customs, and culture of Japan. However, in order for them to become more familiar with human society, a home-stay program has been enacted to allow them to mingle with other humans.  One misty morning, a truck carrying a capsule that housed one of these aliens ends up dropping it into the riverbank, releasing her from her confinement. She is eventually found by a high school student named Takeya Ikuhara, who saves her from being hit by a truck and takes pity on her, despite being extremely distrustful of their race and wanting nothing to do with them. Upon being named Ren, she imprints upon him as her ""Master"" and serves as his personal ""Slave,"" leaving him with a ""DearS"" who wants to remain with him no matter what and bringing his ordinary, alien-free days to an end.";;Harem;
66;Girls Bravo: First Season;https://myanimelist.net/anime/241/Girls_Bravo__First_Season;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;GIRLSブラボー first season;TV;11;Finished Airing;Jul 5, 2004 to Sep 27, 2004;Summer 2004;Unknown;['AIC', 'Lantis', 'Kadokawa Shoten', 'Fuji TV', 'Rakuonsha', 'KlockWorx', 'Happinet Pictures', 'Studio Jack'];Funimation, Geneon Entertainment USA;AIC Spirits;Manga;['Comedy', 'Fantasy', 'Romance', 'Ecchi'];['Harem', 'Isekai', 'School'];Shounen;23 min. per ep.;R+ - Mild Nudity;6.39;#7285;#1429;142,992;303;['Funimation'];Small for his age, Yukinari has been bullied and abused by girls all his life. Now in high school, he has developed a rare condition: whenever girls touch him, or even come close, he breaks out in hives. Imagine his surprise, when he is suddenly transported to the city of Seiren on a mystic world invisibly orbiting the Earth, and populated with vast numbers of women and very few men. Fortunately, he has a new friend, Miharu-chan, whose touch inexplicably doesn't affect him.  (Source: ANN);;;
67;Akiba's Trip The Animation;https://myanimelist.net/anime/34051/Akibas_Trip_The_Animation;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;AKIBA'S TRIP THE ANIMATION;TV;13;Finished Airing;Jan 4, 2017 to Mar 29, 2017;Winter 2017;Wednesdays at 22:30 (JST);['AT-X', 'DLE', 'Studio Mausu', 'BS Fuji', 'Tokyo MX', 'Evil Line Records', 'Docomo Anime Store', 'bilibili', 'DMM.com', 'Sotsu Music Publishing', 'Exa International'];Funimation;Gonzo;Game;['Action', 'Comedy', 'Supernatural', 'Ecchi'];;;23 min. per ep.;PG-13 - Teens 13 or older;6.50;#6654;#1432;142,698;292;['Crunchyroll', 'Funimation'];"Otaku siblings Tamotsu and Niwaka Denkigai are shopping in Akihabara when it is overrun by vampiric cosplaying monsters! These creatures, known as ""Bugged Ones,"" can possess anyone they bite and soon they begin causing mayhem across the city. As Tamotsu finds himself at the mercy of one of these creatures, he is rescued by the mysterious baseball bat-wielding Matome Mayonaka. Together, they fight through several more encounters with the Bugged Ones, but before long, Tamotsu is fatally wounded protecting Matome. With no other choice, she revives him as a high level Bugged One—just like her!  Tamotsu and Matome, along with excitable otaku cosplayer Arisa Ahokainen, make up the group ""The Electric Mayonnaise"" and they begin dispatching the Bugged Ones in the only way they know how: by ripping off their clothes and exposing them to sunlight!  [Written by MAL Rewrite]";;Otaku Culture;
68;Isuca;https://myanimelist.net/anime/25429/Isuca;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;ISUCA [イスカ];TV;10;Finished Airing;Jan 24, 2015 to Mar 28, 2015;Winter 2015;Saturdays at 01:35 (JST);['Kadokawa Shoten', 'AT-X', 'DAX Production', 'KlockWorx', 'MAGES.'];Discotek Media;Arms;Manga;['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi'];;Seinen;23 min. per ep.;R+ - Mild Nudity;5.99;#9542;#1438;142,304;96;['Crunchyroll'];Poor Shinichirou Asano has the worst of luck. His parents abandoned him and ran off to Europe. If that isn't bad enough on its own, they barely left him any money to take care of himself. In order to pay rent and keep a roof over his head, he has to work. Unfortunately, he was just fired from his last job and as a high school student, he doesn't have many other prospects.  One evening, he's attacked by a centipede monster on his way home. Shinichirou is saved by a mysterious girl with a bow and arrow, who he later discovers is Sakuya Shimazu, a beautiful student who attends his school. But when he later helps an injured girl, he discovers two things. First, the injured girl isn't human at all but rather a nekomata, a two-tailed demon cat. And second, Sakuya comes from a family of exorcists, who've protected humanity from rogue monsters and spirits for generations. Because Shinichirou was responsible for releasing the nekomata, Sakuya enlists his help in recapturing the demon, but that's just the beginning of Shinichirou's relationship with Sakuya. It turns out the Shimazu family needs a housekeeper and it just so happens that Shinichirou excels at cooking and likes to clean! It may not be his dream job, but if it pays the rent and puts food on the table...;Isuka;School;
69;Astarotte no Omocha!;https://myanimelist.net/anime/9736/Astarotte_no_Omocha;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;アスタロッテのおもちゃ！;TV;12;Finished Airing;Apr 11, 2011 to Jun 26, 2011;Spring 2011;Unknown;['Kadokawa Shoten', 'Pony Canyon', 'DAX Production', 'KlockWorx', 'ASCII Media Works'];None found, add some;Diomedéa;Manga;['Comedy', 'Fantasy', 'Romance', 'Ecchi'];['Isekai', 'Mythology'];Seinen;23 min. per ep.;PG-13 - Teens 13 or older;6.51;#6578;#1444;140,873;232;[];"Succubi, like the young princess Astarotte ""Lotte"" Ygvar, require the life seed from men to survive, replenish their magic, and continue the royal lineage of the magical realm. This means succubi are required to keep a harem of men close at hand. Ironically, Lotte despises men, which will put her life at risk once she matures. To convince her to fulfill her duties, one of her attendants, Judith Snorrevik, goes to the human realm to find a human male whom Lotte can tolerate.  Judith returns with 23-year-old Naoya Touhara, a single father who unfortunately leaves his daughter, Asuha, behind in the human realm. As the first member of Lotte's harem, Naoya quickly adapts to this new environment, serving the princess to make her happy, rather than viewing her with sexual intent. Unfortunately, when his daughter is allowed to arrive in the magical realm, Naoya's relationship quickly worsens with Lotte. Even so, he strives to patch up their relationship.  It soon becomes clear, however, that Naoya's presence in the magical realm is more than just mere coincidence. As he develops his bond with Lotte, fate begins to pull together the connections that tie him and everyone else within this enchanting world.  [Written by MAL Rewrite]";Lotte no Omocha!;;
70;Sunohara-sou no Kanrinin-san;https://myanimelist.net/anime/36817/Sunohara-sou_no_Kanrinin-san;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;すのはら荘の管理人さん;TV;12;Finished Airing;Jul 5, 2018 to Sep 20, 2018;Summer 2018;Thursdays at 21:00 (JST);['Sotsu', 'flying DOG', 'Ichijinsha'];Funimation;SILVER LINK.;4-koma manga;['Comedy', 'Ecchi'];;;23 min. per ep.;PG-13 - Teens 13 or older;6.78;#5104;#1445;140,812;405;['Crunchyroll', 'Funimation'];Shiina Aki is constantly being treated like a girl due to his feminine looks so he decides to move to Tokyo to attend middle school in an attempt to change himself.  However, what awaits him in his new home, Sunohara-sou, is the kind-hearted caretaker, Sunohara Ayaka. Along with the three female members of Aki's new middle school's student council, Yukimoto Yuzu, Yamanashi Sumire, and Kazami Yuri.  And so begins Aki's new life in Tokyo living with four girls.;;Harem;
71;Back Street Girls: Gokudolls;https://myanimelist.net/anime/36873/Back_Street_Girls__Gokudolls;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Back Street Girls -ゴクドルズ;TV;10;Finished Airing;Jul 4, 2018 to Sep 5, 2018;Summer 2018;Wednesdays at 01:00 (JST);['Toei Video', 'Kodansha'];None found, add some;J.C.Staff;Manga;['Comedy', 'Ecchi'];['Magical Sex Shift', 'Organized Crime', 'Workplace'];Seinen;24 min. per ep.;R - 17+ (violence & profanity);6.95;#4286;#1457;139,733;573;['Netflix'];After failing their boss for the last time, yakuza members Kentarou, Ryou, and Kazuhiko are faced with one of two choices: have their organs harvested and sold or take a trip to Thailand for sex reassignment surgery and become pop idols. Now, after a year of excruciating training, the three thugs have been reborn as Airi, Chika, and Mari. Debuting as the amateur idol group The Goku Dolls, the three strive towards becoming top idols.  However, despite the hours of feminizing brainwashing they were forced to endure, the three idols have managed to keep the yakuza spirit alive in their hearts. In order to fix this, their yakuza boss hires Mandarin Kinoshita, a legendary manager who has never had an idol group fail under his management. With their lives now on the line, the reluctant yakuza must work with their new manager to unleash their inner cuteness and become the successful idols that their tyrannical boss can truly be proud of.  [Written by MAL Rewrite];Back Street Girls: Washira Idol Hajimemashita., Gokudols;;
72;Needless;https://myanimelist.net/anime/6030/Needless;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;ニードレス;TV;24;Finished Airing;Jul 3, 2009 to Dec 11, 2009;Summer 2009;Fridays at 01:30 (JST);['Avex Entertainment', 'Lantis'];Sentai Filmworks;Madhouse;Manga;['Action', 'Comedy', 'Sci-Fi', 'Ecchi'];;Seinen;24 min. per ep.;R - 17+ (violence & profanity);7.23;#2943;#1462;138,626;532;['HIDIVE'];"At the onset of World War III, nobody could have predicted the effect it would have on Japan. While it had officially ended fifty years ago in 2150, its battles still persist. Large, mysterious areas known as ""Blackspots"" appeared across the country, filled with the contaminated ruins of cities and countrysides. Those inside were trapped to halt the spread of contamination, and their powers began to mutate—be they shapeshifters, pyromancers, or controllers of gravity itself—they all became known as the Needless.  Adam Blade is one such Needless, possessing remarkable regenerative abilities and incredible strength. In order to restore peace to a war-torn Japan, he and his allies must fight together to rise against a heinous research group by the name of Simeon.";;Super Power;
73;Medaka Box Abnormal;https://myanimelist.net/anime/14527/Medaka_Box_Abnormal;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;めだかボックス アブノーマル;TV;12;Finished Airing;Oct 11, 2012 to Dec 27, 2012;Fall 2012;Thursdays at 01:35 (JST);['TV Tokyo', 'Lantis', 'Hakoniwa Academy Student Council'];Sentai Filmworks;Gainax;Manga;['Action', 'Comedy', 'Ecchi'];['Martial Arts', 'School', 'Super Power'];Shounen;24 min. per ep.;PG-13 - Teens 13 or older;7.40;#2091;#1474;137,238;270;['Crunchyroll', 'HIDIVE'];"After the defeat of Myouri Unzen at the hands of Medaka Kurokami and her Student Council, peace has returned to Hakoniwa Academy—at least, for a short while. Soon, Medaka, Zenkichi Hitoyoshi, Kouki Akune, and Mogana Kikaijima find themselves wrapped up in another sinister scheme, known as the ""Flask Plan,"" led by the school's principal himself.  However, the council's first problem is to deal with a whole new group of superhuman students calling themselves the ""Thirteen Party,"" led by the egotistical but powerful Oudo Miyakonojou. With the mysterious Flask Plan, Oudo's tyranny, and the resurfacing of an old enemy, the state of Hakoniwa Academy is far from tranquil, and Medaka and her companions have their hands full as things only get a lot more abnormal.  [Written by MAL Rewrite]";Medaka Box 2;;
74;Mahou Sensei Negima!;https://myanimelist.net/anime/157/Mahou_Sensei_Negima;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;魔法先生 ネギま！;TV;26;Finished Airing;Jan 6, 2005 to Jun 30, 2005;Winter 2005;Thursdays at 01:00 (JST);['Starchild Records'];Funimation, Sentai Filmworks;Xebec;Manga;['Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi'];['Harem', 'School', 'Super Power'];Shounen;23 min. per ep.;PG-13 - Teens 13 or older;6.94;#4316;#1484;136,499;489;['HIDIVE'];10-year-old Negi Springfield is a wizard-in-training, and needs only to pass one more test in order to become a Master Wizard. Unfortunately, his final task is a bizarre one—to become a English teacher at an all-females boarding school. As soon as he arrives, he completely embarrasses one of his students, Asuna Kagurazaka, and replaces the teacher she loves, which garners her hatred. To make matters worse, Asuna learns that Negi is a wizard, and promises to tell unless he helps her out. But unfortunately, circumstances force them to work together to do many things, from fighting evil wizards to helping the class pass their final exam, with a lot of humor, magic, and romances thrown in.  (Source: ANN, edited);Magister Negi Magi;;
